Root Superpathway	Gene Identifier	Log fold difference	Pointwise Relative Entropy
Vesicle-mediated transport	BNIP2	0.084145141	0.001853941
Vesicle-mediated transport	GOLIM4	0.086415203	0.001853941
Vesicle-mediated transport	PAFAH1B1	0.102757572	0.001853941
Vesicle-mediated transport	CEP55	0.053979329	0.001853941
Vesicle-mediated transport	SNX1	0.058131311	0.001853941
Vesicle-mediated transport	STX8	0.074889108	0.001853941
Vesicle-mediated transport	SCLT1	0.086019553	0.001853941
Vesicle-mediated transport	ARF6	0.106674284	0.001853941
Vesicle-mediated transport	BIN1	0.061229878	0.001853941
Vesicle-mediated transport	CAPN7	0.063605119	0.001853941
Vesicle-mediated transport	CD63	0.09286204	0.001853941
Vesicle-mediated transport	CDYL	0.05378405	0.001853941
Vesicle-mediated transport	DYNC1H1	0.11830447	0.001853941
Vesicle-mediated transport	NUMB	0.093196174	0.001853941
Vesicle-mediated transport	RNF13	0.067738486	0.001853941
Vesicle-mediated transport	SNAP23	0.100171254	0.001853941
Vesicle-mediated transport	SNX6	0.094661944	0.001853941
Vesicle-mediated transport	STX12	0.05184569	0.001853941
Vesicle-mediated transport	STX7	0.080518367	0.001853941
Vesicle-mediated transport	VAMP8	0.078857671	0.001853941
Organelle biogenesis and maintenance	CD274	0.042867211	0.00057113
Organelle biogenesis and maintenance	CORO1A	0.067450659	0.00057113
Organelle biogenesis and maintenance	CYTIP	0.113180017	0.00057113
Organelle biogenesis and maintenance	GRSF1	0.115951209	0.00057113
Organelle biogenesis and maintenance	OAS1	0.094182476	0.00057113
Organelle biogenesis and maintenance	TNFAIP2	0.083976467	0.00057113
Organelle biogenesis and maintenance	HOOK3	0.09698838	0.00057113
Organelle biogenesis and maintenance	MFN1	0.050267585	0.00057113
Organelle biogenesis and maintenance	RALBP1	0.093665868	0.00057113
Organelle biogenesis and maintenance	USP9X	0.086251266	0.00057113
Organelle biogenesis and maintenance	C1QBP	0.098332656	0.00057113
Organelle biogenesis and maintenance	DHX29	0.051482012	0.00057113
Organelle biogenesis and maintenance	EXOC1	0.05652143	0.00057113
Organelle biogenesis and maintenance	EXOC5	0.063900734	0.00057113
Organelle biogenesis and maintenance	EXOC6	0.057029113	0.00057113
Organelle biogenesis and maintenance	RAB4A	0.065843507	0.00057113
Organelle biogenesis and maintenance	TFAM	0.068154614	0.00057113
Organelle biogenesis and maintenance	BAZ1A	0.082572669	0.00057113
Organelle biogenesis and maintenance	MAP7D1	0.056661611	0.00057113
Organelle biogenesis and maintenance	MAZ	0.050587217	0.00057113
Organelle biogenesis and maintenance	UXT	0.0754104	0.00057113
Organelle biogenesis and maintenance	ACAP1	0.070424687	0.00057113
Organelle biogenesis and maintenance	BPTF	0.106096337	0.00057113
Organelle biogenesis and maintenance	PDE8A	0.072528257	0.00057113
Organelle biogenesis and maintenance	CEP350	0.120217242	0.00057113
Organelle biogenesis and maintenance	CEP55	0.053979329	0.00057113
Organelle biogenesis and maintenance	PCM1	0.142785213	0.00057113
Organelle biogenesis and maintenance	PIBF1	0.072136762	0.00057113
Organelle biogenesis and maintenance	SCLT1	0.086019553	0.00057113
Organelle biogenesis and maintenance	ARF6	0.106674284	0.00057113
Organelle biogenesis and maintenance	COX15	0.055027451	0.00057113
Organelle biogenesis and maintenance	MICAL3	0.096158372	0.00057113
Organelle biogenesis and maintenance	RAB2A	0.106484368	0.00057113
Organelle biogenesis and maintenance	RNF130	0.054291288	0.00057113
Protein localization	LAP3	0.041943884	0.000541108
Protein localization	SOD2	0.046394787	0.000541108
Protein localization	ZFAND6	0.084982328	0.000541108
Protein localization	CAMLG	0.098207524	0.000541108
Protein localization	HSPA9	0.066805941	0.000541108
Protein localization	SLC25A13	0.056580047	0.000541108
Protein localization	SLC25A6	0.093545375	0.000541108
Protein localization	TXNL4A	0.082846633	0.000541108
Protein localization	CKS2	0.096663871	0.000541108
Protein localization	HTRA2	0.050657546	0.000541108
Protein localization	COX4I1	0.06113016	0.000541108
Protein localization	COX5A	0.102754793	0.000541108
Protein localization	COX5B	0.095738057	0.000541108
Protein localization	DBI	0.092925833	0.000541108
Protein localization	PLIN2	0.073052418	0.000541108
Protein localization	UQCRB	0.092731585	0.000541108
Protein localization	SGTB	0.052781344	0.000541108
Protein localization	YME1L1	0.068629236	0.000541108
Protein localization	COX15	0.055027451	0.000541108
Protein localization	ACAD11	0.053341365	0.000541108
Protein localization	COA6	0.050952017	0.000541108
Chromatin organization	NSD3	0.081652259	0.000541094
Chromatin organization	RBBP7	0.079694373	0.000541094
Chromatin organization	CHD3	0.071237275	0.000541094
Chromatin organization	CHD4	0.112514758	0.000541094
Chromatin organization	CSNK2A1	0.076065252	0.000541094
Chromatin organization	DNMT1	0.07363768	0.000541094
Chromatin organization	GATAD2A	0.070797191	0.000541094
Chromatin organization	HDAC2	0.096136628	0.000541094
Chromatin organization	IKZF1	0.097214662	0.000541094
Chromatin organization	KDM5A	0.106705416	0.000541094
Chromatin organization	KDM5B	0.108139787	0.000541094
Chromatin organization	KDM6A	0.058412983	0.000541094
Chromatin organization	MBD2	0.088058562	0.000541094
Chromatin organization	MORF4L2	0.065488163	0.000541094
Chromatin organization	RBBP4	0.103548412	0.000541094
Chromatin organization	SETD2	0.107081194	0.000541094
Chromatin organization	SIN3A	0.064136413	0.000541094
Chromatin organization	DNMT3A	0.06120612	0.000541094
Chromatin organization	HDAC1	0.093281523	0.000541094
Chromatin organization	CBX1	0.072934154	0.000541094
Chromatin organization	SUPT20H	0.054897387	0.000541094
Chromatin organization	TRIM24	0.081956063	0.000541094
Chromatin organization	ZNF148	0.109853912	0.000541094
Chromatin organization	ZNF292	0.120946936	0.000541094
Chromatin organization	BCL11A	0.08451082	0.000541094
Chromatin organization	DR1	0.051004688	0.000541094
Chromatin organization	GATAD2B	0.063803369	0.000541094
Chromatin organization	KMT2C	0.094701089	0.000541094
Chromatin organization	MPG	0.116448001	0.000541094
Chromatin organization	TADA3	0.071368083	0.000541094
Chromatin organization	MRFAP1	0.072089858	0.000541094
Chromatin organization	RSF1	0.123390947	0.000541094
Chromatin organization	MORF4L1	0.117492208	0.000541094
Chromatin organization	YEATS4	0.052643742	0.000541094
Chromatin organization	YY1	0.107208884	0.000541094
Chromatin organization	TRRAP	0.05920232	0.000541094
Autophagy	OPTN	0.090084205	0.000222403
Autophagy	SQSTM1	0.117148933	0.000222403
Autophagy	TAX1BP1	0.118372135	0.000222403
Autophagy	TMEM59	0.071188613	0.000222403
Autophagy	FNIP1	0.086889278	0.000222403
Autophagy	NCOA7	0.060683368	0.000222403
Autophagy	RB1CC1	0.091725572	0.000222403
Autophagy	UBA5	0.058741067	0.000222403
Autophagy	ATG7	0.052310152	0.000222403
Autophagy	BNIP3	0.053797941	0.000222403
Autophagy	BNIP3L	0.095190088	0.000222403
Autophagy	MAP1LC3B	0.078938838	0.000222403
Autophagy	RABGAP1	0.085079593	0.000222403
Sensory Perception	LSP1	0.171290409	7.77E-05
Sensory Perception	PIK3R5	0.06324475	7.77E-05
Sensory Perception	EZR	0.088098148	7.77E-05
Sensory Perception	LAMTOR1	0.088413729	7.77E-05
Sensory Perception	LAMTOR2	0.084728562	7.77E-05
Sensory Perception	LAMTOR3	0.076682607	7.77E-05
Sensory Perception	MAP2K1	0.079830259	7.77E-05
Sensory Perception	MAPK1	0.108274062	7.77E-05
Sensory Perception	MSN	0.143070022	7.77E-05
Sensory Perception	MYO1C	0.063984014	7.77E-05
Sensory Perception	PEBP1	0.144957527	7.77E-05
Sensory Perception	ARF4	0.058812404	7.77E-05
Sensory Perception	GOPC	0.070009515	7.77E-05
Sensory Perception	MAPK8IP3	0.067465013	7.77E-05
Sensory Perception	TWF2	0.11270205	7.77E-05
Sensory Perception	RDX	0.128312624	7.77E-05
Sensory Perception	SWAP70	0.110208435	7.77E-05
Muscle contraction	CREM	0.062373355	-4.21E-05
Muscle contraction	ARHGDIA	0.074358496	-4.21E-05
Muscle contraction	CAMK2D	0.073747905	-4.21E-05
Muscle contraction	MYH9	0.133301518	-4.21E-05
Muscle contraction	MYL12A	0.123459014	-4.21E-05
Muscle contraction	MYL6	0.09666698	-4.21E-05
Muscle contraction	MYL6B	0.063858273	-4.21E-05
Muscle contraction	TMOD3	0.099088942	-4.21E-05
Muscle contraction	TPM4	0.075869467	-4.21E-05
Muscle contraction	VIM	0.05852317	-4.21E-05
Muscle contraction	BIRC5	0.057147229	-4.21E-05
Muscle contraction	CAP1	0.094486548	-4.21E-05
Muscle contraction	PIBF1	0.072136762	-4.21E-05
Muscle contraction	RAB2A	0.106484368	-4.21E-05
Drug ADME	PIM1	0.014566883	-7.89E-05
Hemostasis	BLK	0.124117267	-0.000404302
Hemostasis	C1S	0.007529013	-0.000404302
Hemostasis	CSTB	0.140948771	-0.000404302
Hemostasis	CTSB	0.101202541	-0.000404302
Hemostasis	CYBA	0.103013456	-0.000404302
Hemostasis	EMP3	0.081407174	-0.000404302
Hemostasis	IFNGR2	0.043368602	-0.000404302
Hemostasis	IL7	0.049906352	-0.000404302
Hemostasis	PECAM1	0.076730207	-0.000404302
Hemostasis	PLCG2	0.090755066	-0.000404302
Hemostasis	PTPN6	0.103075745	-0.000404302
Hemostasis	SERPINB6	0.091943891	-0.000404302
Hemostasis	SRGN	0.108750705	-0.000404302
Hemostasis	TSPO	0.145344838	-0.000404302
Hemostasis	AHNAK	0.110378042	-0.000404302
Hemostasis	ANXA2	0.124175497	-0.000404302
Hemostasis	ANXA4	0.119412687	-0.000404302
Hemostasis	ANXA5	0.109466777	-0.000404302
Hemostasis	ANXA6	0.129237213	-0.000404302
Hemostasis	ARHGAP31	0.054962464	-0.000404302
Hemostasis	ARPC1B	0.092353162	-0.000404302
Hemostasis	ARPC2	0.10737918	-0.000404302
Hemostasis	CAPZB	0.117139647	-0.000404302
Hemostasis	FLNA	0.100399182	-0.000404302
Hemostasis	GNAI2	0.118282326	-0.000404302
Hemostasis	GNAI3	0.100040309	-0.000404302
Hemostasis	GNB1	0.088064414	-0.000404302
Hemostasis	GNB2	0.092626404	-0.000404302
Hemostasis	GRN	0.161770675	-0.000404302
Hemostasis	GSN	0.070316794	-0.000404302
Hemostasis	IGFBP4	0.069217659	-0.000404302
Hemostasis	KIF5B	0.084134868	-0.000404302
Hemostasis	MSN	0.143070022	-0.000404302
Hemostasis	MYH9	0.133301518	-0.000404302
Hemostasis	NCOA7	0.060683368	-0.000404302
Hemostasis	NFATC2	0.084349746	-0.000404302
Hemostasis	PEA15	0.061849619	-0.000404302
Hemostasis	PRKCD	0.076085895	-0.000404302
Hemostasis	RHOG	0.125796577	-0.000404302
Hemostasis	S100A10	0.132094115	-0.000404302
Hemostasis	S100A11	0.110789857	-0.000404302
Hemostasis	S100A4	0.137419333	-0.000404302
Hemostasis	S100A6	0.123856683	-0.000404302
Hemostasis	TOPORS	0.052336464	-0.000404302
Hemostasis	TPM4	0.075869467	-0.000404302
Hemostasis	VIM	0.05852317	-0.000404302
Hemostasis	ABCE1	0.052951041	-0.000404302
Hemostasis	ATF5	0.09027914	-0.000404302
Hemostasis	C1QBP	0.098332656	-0.000404302
Hemostasis	KIF2C	0.056194151	-0.000404302
Hemostasis	LMAN1	0.072801223	-0.000404302
Hemostasis	SLC25A13	0.056580047	-0.000404302
Hemostasis	STMN1	0.069334745	-0.000404302
Hemostasis	TOP1	0.06910476	-0.000404302
Hemostasis	TOP2A	0.070716138	-0.000404302
Hemostasis	TUBA1A	0.141119817	-0.000404302
Hemostasis	TUBA1C	0.072511499	-0.000404302
Hemostasis	CAPG	0.143709878	-0.000404302
Hemostasis	KIF2A	0.098362927	-0.000404302
Hemostasis	LAMP1	0.058526306	-0.000404302
Hemostasis	LGALS3	0.114979337	-0.000404302
Hemostasis	CAP1	0.094486548	-0.000404302
Hemostasis	LGALS1	0.128804613	-0.000404302
Hemostasis	LMNA	0.08730431	-0.000404302
Hemostasis	NPC2	0.126832161	-0.000404302
Hemostasis	PSAP	0.11967692	-0.000404302
Hemostasis	TLN1	0.118975139	-0.000404302
Hemostasis	PGAM1	0.12669025	-0.000404302
Hemostasis	PRCC	0.055666115	-0.000404302
Hemostasis	COTL1	0.113931692	-0.000404302
Hemostasis	COX7A2	0.106783025	-0.000404302
Hemostasis	TAGLN2	0.073056723	-0.000404302
Hemostasis	WDR1	0.09658878	-0.000404302
Hemostasis	CD63	0.09286204	-0.000404302
Hemostasis	NUMB	0.093196174	-0.000404302
Hemostasis	ADAM28	0.078266188	-0.000404302
Hemostasis	CD44	0.105762285	-0.000404302
Hemostasis	CLIC1	0.098846792	-0.000404302
Hemostasis	CYB561A3	0.068667966	-0.000404302
Hemostasis	FKBP1A	0.115348371	-0.000404302
Hemostasis	FXYD5	0.11708295	-0.000404302
Hemostasis	ITGB1	0.080946543	-0.000404302
Hemostasis	MAP4	0.132650688	-0.000404302
Hemostasis	PLP2	0.05028676	-0.000404302
Hemostasis	SECISBP2L	0.088601385	-0.000404302
Hemostasis	SH3BGRL3	0.103391646	-0.000404302
Hemostasis	VAT1	0.063018677	-0.000404302
Hemostasis	ZYX	0.057486272	-0.000404302
Circadian Clock	BHLHE40	0.137769969	-0.000408865
Circadian Clock	NOB1	0.082733157	-0.000408865
Cell-Cell communication	CAPNS1	0.111100196	-0.000668616
Cell-Cell communication	ERBIN	0.06540925	-0.000668616
Cell-Cell communication	IFI30	0.137526281	-0.000668616
Cell-Cell communication	ILK	0.090776644	-0.000668616
Cell-Cell communication	ITGAL	0.075090077	-0.000668616
Cell-Cell communication	ITGB2	0.081759806	-0.000668616
Cell-Cell communication	CD69	0.003892706	-0.000668616
Cell-Cell communication	CTNNA1	0.069315489	-0.000668616
Cell-Cell communication	CTNNB1	0.077085468	-0.000668616
Cell-Cell communication	CTNND1	0.077856679	-0.000668616
Cell-Cell communication	JUP	0.070191494	-0.000668616
Cell-Cell communication	NCK2	0.072673556	-0.000668616
Cell-Cell communication	PKN2	0.09661686	-0.000668616
Cell-Cell communication	RHOA	0.085793481	-0.000668616
Cell-Cell communication	SOX4	0.169694044	-0.000668616
Cell-Cell communication	YBX3	0.072573896	-0.000668616
Cell-Cell communication	YWHAH	0.11737514	-0.000668616
Cell-Cell communication	SET	0.098249146	-0.000668616
Cell-Cell communication	ZYX	0.057486272	-0.000668616
Cell-Cell communication	CAST	0.116627782	-0.000668616
Cell-Cell communication	ICAM3	0.057640699	-0.000668616
Cell-Cell communication	LASP1	0.062850695	-0.000668616
Reproduction	SPN	0.081194616	-0.001019982
Reproduction	KDM6A	0.058412983	-0.001019982
Reproduction	SYNE2	0.069232617	-0.001019982
Reproduction	RAD21	0.108956499	-0.001019982
Reproduction	SMC3	0.060990423	-0.001019982
Reproduction	SMC4	0.077931553	-0.001019982
Reproduction	ATRX	0.110897506	-0.001019982
Reproduction	LMNA	0.08730431	-0.001019982
Reproduction	TERF2IP	0.107467926	-0.001019982
Reproduction	KMT2C	0.094701089	-0.001019982
Reproduction	SYNE1	0.062010992	-0.001019982
Reproduction	SMC1A	0.073978512	-0.001019982
Reproduction	SMC2	0.054542101	-0.001019982
Reproduction	STAG2	0.083382744	-0.001019982
Reproduction	ADAM28	0.078266188	-0.001019982
Neuronal System	ADAM10	0.070967477	-0.001053351
Neuronal System	CD79A	0.080744959	-0.001053351
Neuronal System	CREM	0.062373355	-0.001053351
Neuronal System	IGF2R	0.103838194	-0.001053351
Neuronal System	IL16	0.051355876	-0.001053351
Neuronal System	LITAF	0.147967271	-0.001053351
Neuronal System	NSF	0.110570367	-0.001053351
Neuronal System	PIM1	0.014566883	-0.001053351
Neuronal System	TRIB1	0.051414895	-0.001053351
Neuronal System	ABI1	0.100602282	-0.001053351
Neuronal System	AKAP11	0.054281015	-0.001053351
Neuronal System	APC	0.087470535	-0.001053351
Neuronal System	BRAF	0.060485977	-0.001053351
Neuronal System	CALM3	0.117135048	-0.001053351
Neuronal System	CAMK2D	0.073747905	-0.001053351
Neuronal System	CD69	0.003892706	-0.001053351
Neuronal System	ERC1	0.124375164	-0.001053351
Neuronal System	GNAI2	0.118282326	-0.001053351
Neuronal System	GNAI3	0.100040309	-0.001053351
Neuronal System	GNB1	0.088064414	-0.001053351
Neuronal System	GNB2	0.092626404	-0.001053351
Neuronal System	MYH10	0.06017111	-0.001053351
Neuronal System	NPTN	0.053840291	-0.001053351
Neuronal System	PDE4B	0.042558338	-0.001053351
Neuronal System	PPM1B	0.064179795	-0.001053351
Neuronal System	PTPRJ	0.051339461	-0.001053351
Neuronal System	RB1CC1	0.091725572	-0.001053351
Neuronal System	RGS10	0.180759938	-0.001053351
Neuronal System	SCAF8	0.050513938	-0.001053351
Neuronal System	VAPA	0.068179865	-0.001053351
Neuronal System	EEF2	0.083432201	-0.001053351
Neuronal System	API5	0.074987992	-0.001053351
Neuronal System	JPT1	0.069803467	-0.001053351
Neuronal System	KIF2A	0.098362927	-0.001053351
Neuronal System	SMC4	0.077931553	-0.001053351
Neuronal System	AKAP9	0.096735325	-0.001053351
Neuronal System	ATM	0.059946192	-0.001053351
Neuronal System	GGA2	0.086628036	-0.001053351
Neuronal System	CERT1	0.069580905	-0.001053351
Neuronal System	CLIC4	0.071243942	-0.001053351
Neuronal System	OSBP	0.071823478	-0.001053351
Neuronal System	NCAPD2	0.071943857	-0.001053351
Neuronal System	SMC2	0.054542101	-0.001053351
Neuronal System	CLIC1	0.098846792	-0.001053351
Neuronal System	FKBP1A	0.115348371	-0.001053351
Neuronal System	PRKCE	0.156123548	-0.001053351
Neuronal System	CD47	0.089710638	-0.001053351
Neuronal System	APP	0.064277751	-0.001053351
Neuronal System	CASK	0.106006828	-0.001053351
Neuronal System	CAST	0.116627782	-0.001053351
Neuronal System	EPB41	0.067310369	-0.001053351
Neuronal System	PRKAR1A	0.056226634	-0.001053351
Cellular responses to stimuli	C1orf43	0.099739569	-0.001093289
Cellular responses to stimuli	CALR	0.1170686	-0.001093289
Cellular responses to stimuli	CASP7	0.014323232	-0.001093289
Cellular responses to stimuli	CREM	0.062373355	-0.001093289
Cellular responses to stimuli	HDAC8	0.079501663	-0.001093289
Cellular responses to stimuli	ISG15	0.032397811	-0.001093289
Cellular responses to stimuli	JUNB	0.109374978	-0.001093289
Cellular responses to stimuli	JUND	0.062849529	-0.001093289
Cellular responses to stimuli	NFATC3	0.085680752	-0.001093289
Cellular responses to stimuli	NR3C1	0.089780684	-0.001093289
Cellular responses to stimuli	P4HB	0.051708664	-0.001093289
Cellular responses to stimuli	PRDX2	0.061895215	-0.001093289
Cellular responses to stimuli	RFX5	0.06563197	-0.001093289
Cellular responses to stimuli	RNF7	0.093070989	-0.001093289
Cellular responses to stimuli	RRAS2	0.076011722	-0.001093289
Cellular responses to stimuli	RUNX3	0.118342574	-0.001093289
Cellular responses to stimuli	SPI1	0.07635929	-0.001093289
Cellular responses to stimuli	ST13	0.125369152	-0.001093289
Cellular responses to stimuli	TRIB1	0.051414895	-0.001093289
Cellular responses to stimuli	TXN	0.067731251	-0.001093289
Cellular responses to stimuli	TXNRD1	0.07051216	-0.001093289
Cellular responses to stimuli	BACH2	0.097850277	-0.001093289
Cellular responses to stimuli	BATF	0.072074905	-0.001093289
Cellular responses to stimuli	CFL1	0.062881056	-0.001093289
Cellular responses to stimuli	CREB3	0.050216673	-0.001093289
Cellular responses to stimuli	CREBRF	0.06771959	-0.001093289
Cellular responses to stimuli	DDIT3	0.062030774	-0.001093289
Cellular responses to stimuli	ELF1	0.066360252	-0.001093289
Cellular responses to stimuli	FNIP1	0.086889278	-0.001093289
Cellular responses to stimuli	GRN	0.161770675	-0.001093289
Cellular responses to stimuli	KLF12	0.053671101	-0.001093289
Cellular responses to stimuli	LAMTOR1	0.088413729	-0.001093289
Cellular responses to stimuli	LAMTOR2	0.084728562	-0.001093289
Cellular responses to stimuli	LAMTOR3	0.076682607	-0.001093289
Cellular responses to stimuli	LAMTOR4	0.089063675	-0.001093289
Cellular responses to stimuli	LAMTOR5	0.125230352	-0.001093289
Cellular responses to stimuli	MAPKAP1	0.083298072	-0.001093289
Cellular responses to stimuli	MEF2A	0.13574877	-0.001093289
Cellular responses to stimuli	MORF4L2	0.065488163	-0.001093289
Cellular responses to stimuli	NFATC2	0.084349746	-0.001093289
Cellular responses to stimuli	NFE2L2	0.120197221	-0.001093289
Cellular responses to stimuli	NKTR	0.068310681	-0.001093289
Cellular responses to stimuli	RRAGC	0.090398826	-0.001093289
Cellular responses to stimuli	SRA1	0.067169577	-0.001093289
Cellular responses to stimuli	TMBIM6	0.095288334	-0.001093289
Cellular responses to stimuli	ATF4	0.065531373	-0.001093289
Cellular responses to stimuli	ATF5	0.09027914	-0.001093289
Cellular responses to stimuli	CCNB1IP1	0.079838196	-0.001093289
Cellular responses to stimuli	CDC37	0.073010317	-0.001093289
Cellular responses to stimuli	DNAJA1	0.096727491	-0.001093289
Cellular responses to stimuli	DNMT3A	0.06120612	-0.001093289
Cellular responses to stimuli	EEF2	0.083432201	-0.001093289
Cellular responses to stimuli	HMGN2	0.058515015	-0.001093289
Cellular responses to stimuli	HSP90B1	0.074827187	-0.001093289
Cellular responses to stimuli	HSPA9	0.066805941	-0.001093289
Cellular responses to stimuli	LDHB	0.117876502	-0.001093289
Cellular responses to stimuli	LTA4H	0.103958328	-0.001093289
Cellular responses to stimuli	PGK1	0.08252467	-0.001093289
Cellular responses to stimuli	SLC25A13	0.056580047	-0.001093289
Cellular responses to stimuli	TLK1	0.096584276	-0.001093289
Cellular responses to stimuli	AHSA1	0.051857792	-0.001093289
Cellular responses to stimuli	CAPG	0.143709878	-0.001093289
Cellular responses to stimuli	GLOD4	0.0844818	-0.001093289
Cellular responses to stimuli	LAMP1	0.058526306	-0.001093289
Cellular responses to stimuli	LGALS3	0.114979337	-0.001093289
Cellular responses to stimuli	NOL8	0.067472256	-0.001093289
Cellular responses to stimuli	RAMAC	0.053444347	-0.001093289
Cellular responses to stimuli	TRAP1	0.054935982	-0.001093289
Cellular responses to stimuli	ATRX	0.110897506	-0.001093289
Cellular responses to stimuli	CNPY3	0.05356314	-0.001093289
Cellular responses to stimuli	DUSP22	0.054483376	-0.001093289
Cellular responses to stimuli	FKBP5	0.050314404	-0.001093289
Cellular responses to stimuli	HSP90AA1	0.108244486	-0.001093289
Cellular responses to stimuli	HSPA4	0.064289378	-0.001093289
Cellular responses to stimuli	HSPB1	0.115098578	-0.001093289
Cellular responses to stimuli	PDLIM1	0.098085092	-0.001093289
Cellular responses to stimuli	SCYL2	0.068814956	-0.001093289
Cellular responses to stimuli	CIITA	0.131349295	-0.001093289
Cellular responses to stimuli	ELOF1	0.090558416	-0.001093289
Cellular responses to stimuli	HTT	0.079572247	-0.001093289
Cellular responses to stimuli	NSD1	0.076942592	-0.001093289
Cellular responses to stimuli	PTGES3	0.088445544	-0.001093289
Cellular responses to stimuli	SMYD3	0.133834879	-0.001093289
Cellular responses to stimuli	USP7	0.071215449	-0.001093289
Cellular responses to stimuli	ACYP2	0.075233093	-0.001093289
Cellular responses to stimuli	AGPAT3	0.064310173	-0.001093289
Cellular responses to stimuli	CHD6	0.095202916	-0.001093289
Cellular responses to stimuli	DUT	0.075050051	-0.001093289
Cellular responses to stimuli	PRDX1	0.075947571	-0.001093289
Cellular responses to stimuli	ZRANB2	0.059635099	-0.001093289
Cellular responses to stimuli	BACH1	0.068345349	-0.001093289
Cellular responses to stimuli	DNAJB6	0.064251825	-0.001093289
Cellular responses to stimuli	HMGN1	0.067440608	-0.001093289
Cellular responses to stimuli	MCM5	0.052385623	-0.001093289
Cellular responses to stimuli	MRFAP1	0.072089858	-0.001093289
Cellular responses to stimuli	DNAJB14	0.071070614	-0.001093289
Cellular responses to stimuli	HMGA1	0.054535979	-0.001093289
Cellular responses to stimuli	MORF4L1	0.117492208	-0.001093289
Cellular responses to stimuli	PKM	0.099901222	-0.001093289
Cellular responses to stimuli	PRDX3	0.101757179	-0.001093289
Cellular responses to stimuli	SGTB	0.052781344	-0.001093289
Cellular responses to stimuli	SNX1	0.058131311	-0.001093289
Cellular responses to stimuli	STX8	0.074889108	-0.001093289
Cellular responses to stimuli	WDR1	0.09658878	-0.001093289
Cellular responses to stimuli	WTAP	0.067886797	-0.001093289
Signal Transduction	ADAM10	0.070967477	-0.002172371
Signal Transduction	AKT3	0.10974114	-0.002172371
Signal Transduction	APH1A	0.064474921	-0.002172371
Signal Transduction	ARFGEF1	0.084446203	-0.002172371
Signal Transduction	ARHGDIB	0.065469734	-0.002172371
Signal Transduction	ATP6V0E1	0.121500074	-0.002172371
Signal Transduction	BIRC2	0.077218364	-0.002172371
Signal Transduction	BIRC3	0.091144123	-0.002172371
Signal Transduction	BST2	0.038839197	-0.002172371
Signal Transduction	CASP1	0.036949141	-0.002172371
Signal Transduction	CASP7	0.014323232	-0.002172371
Signal Transduction	CCL5	0.006367962	-0.002172371
Signal Transduction	CCR7	0.152481573	-0.002172371
Signal Transduction	CD48	0.06188991	-0.002172371
Signal Transduction	CDC42	0.076594019	-0.002172371
Signal Transduction	CFLAR	0.149819667	-0.002172371
Signal Transduction	CREB1	0.079026094	-0.002172371
Signal Transduction	CSF2RB	0.049397572	-0.002172371
Signal Transduction	CXCR4	0.088486336	-0.002172371
Signal Transduction	CXCR5	0.055216487	-0.002172371
Signal Transduction	CYBA	0.103013456	-0.002172371
Signal Transduction	CYLD	0.117615658	-0.002172371
Signal Transduction	DOCK2	0.114386852	-0.002172371
Signal Transduction	DTX1	0.086543264	-0.002172371
Signal Transduction	DUSP10	0.067981703	-0.002172371
Signal Transduction	DUSP4	0.172667548	-0.002172371
Signal Transduction	DUSP5	0.079851102	-0.002172371
Signal Transduction	EBI3	0.162751083	-0.002172371
Signal Transduction	EIF2AK2	0.0783397	-0.002172371
Signal Transduction	EIF4EBP1	0.061969646	-0.002172371
Signal Transduction	ENTPD1	0.154692961	-0.002172371
Signal Transduction	ERBIN	0.06540925	-0.002172371
Signal Transduction	FAS	0.049971126	-0.002172371
Signal Transduction	FNDC3A	0.062891435	-0.002172371
Signal Transduction	FRS2	0.054890395	-0.002172371
Signal Transduction	FYN	0.058733349	-0.002172371
Signal Transduction	GAB1	0.057731851	-0.002172371
Signal Transduction	GADD45A	0.053325391	-0.002172371
Signal Transduction	GCH1	0.025946983	-0.002172371
Signal Transduction	GRB2	0.103012623	-0.002172371
Signal Transduction	HDAC8	0.079501663	-0.002172371
Signal Transduction	IRF4	0.11410508	-0.002172371
Signal Transduction	JAK2	0.125812864	-0.002172371
Signal Transduction	JUN	0.130527308	-0.002172371
Signal Transduction	JUNB	0.109374978	-0.002172371
Signal Transduction	JUND	0.062849529	-0.002172371
Signal Transduction	LITAF	0.147967271	-0.002172371
Signal Transduction	LSP1	0.171290409	-0.002172371
Signal Transduction	LYN	0.094683977	-0.002172371
Signal Transduction	MAP3K1	0.075452327	-0.002172371
Signal Transduction	MAPK14	0.089782458	-0.002172371
Signal Transduction	MPZL1	0.061209714	-0.002172371
Signal Transduction	NAMPT	0.039838185	-0.002172371
Signal Transduction	NCF1	0.123345657	-0.002172371
Signal Transduction	NCF2	0.095798387	-0.002172371
Signal Transduction	NFATC3	0.085680752	-0.002172371
Signal Transduction	NR3C1	0.089780684	-0.002172371
Signal Transduction	OAS3	0.022762079	-0.002172371
Signal Transduction	OTULIN	0.118228463	-0.002172371
Signal Transduction	PAK1	0.120014739	-0.002172371
Signal Transduction	PIAS1	0.123675405	-0.002172371
Signal Transduction	PIK3CA	0.073574804	-0.002172371
Signal Transduction	PIK3CD	0.148625256	-0.002172371
Signal Transduction	PIK3R1	0.095115158	-0.002172371
Signal Transduction	PIK3R5	0.06324475	-0.002172371
Signal Transduction	PLEK	0.124558744	-0.002172371
Signal Transduction	PPP1R15A	0.087303673	-0.002172371
