Root Superpathway	Gene Identifier	Log fold difference	Pointwise Relative Entropy
Immune System	EBI3	0.206529855	-0.006021615
Immune System	EEF1E1	0.093309051	-0.006021615
Immune System	EIF2AK2	0.077150903	-0.006021615
Immune System	EIF4EBP1	0.128310994	-0.006021615
Immune System	ENTPD1	0.220717405	-0.006021615
Immune System	ERBIN	0.083408564	-0.006021615
Immune System	FAS	0.07572416	-0.006021615
Immune System	FNDC3A	0.055929893	-0.006021615
Immune System	FYN	0.084816147	-0.006021615
Immune System	GAB2	0.052141884	-0.006021615
Immune System	GABPB1	0.081180574	-0.006021615
Immune System	GADD45A	0.085014815	-0.006021615
Immune System	GCH1	0.045750738	-0.006021615
Immune System	GRB2	0.127066667	-0.006021615
Immune System	IRF4	0.16398374	-0.006021615
Immune System	JAK2	0.129916832	-0.006021615
Immune System	JUN	0.122774171	-0.006021615
Immune System	JUNB	0.083072153	-0.006021615
Immune System	LCP2	0.004976227	-0.006021615
Immune System	LITAF	0.206867476	-0.006021615
Immune System	LSP1	0.182847991	-0.006021615
Immune System	LYN	0.123548891	-0.006021615
Immune System	MAP3K1	0.080386965	-0.006021615
Immune System	MAPK14	0.074168296	-0.006021615
Immune System	MAPK9	0.057525279	-0.006021615
Immune System	MPZL1	0.053496417	-0.006021615
Immune System	NAMPT	0.05245725	-0.006021615
Immune System	NCF1	0.197106994	-0.006021615
Immune System	NCF2	0.11918671	-0.006021615
Immune System	NFATC3	0.088177045	-0.006021615
Immune System	NR3C1	0.132574933	-0.006021615
Immune System	OAS3	0.096272686	-0.006021615
Immune System	OTULIN	0.088545047	-0.006021615
Immune System	PAK1	0.128197154	-0.006021615
Immune System	PIAS1	0.113524407	-0.006021615
Immune System	PIK3CA	0.051058631	-0.006021615
Immune System	PIK3CB	0.05236809	-0.006021615
Immune System	PIK3CD	0.115831038	-0.006021615
Immune System	PIK3R1	0.086073208	-0.006021615
Immune System	PIK3R5	0.100585803	-0.006021615
Immune System	PLEK	0.111248449	-0.006021615
Immune System	PPFIBP1	0.06585317	-0.006021615
Immune System	PTPN11	0.10190368	-0.006021615
Immune System	PTPN2	0.078487592	-0.006021615
Immune System	RAC1	0.157873512	-0.006021615
Immune System	RAC2	0.1460512	-0.006021615
Immune System	RAP1A	0.08707429	-0.006021615
Immune System	RAP1B	0.149877526	-0.006021615
Immune System	RAPGEF1	0.178792158	-0.006021615
Immune System	RBBP7	0.135923166	-0.006021615
Immune System	RBCK1	0.116290493	-0.006021615
Immune System	RNF111	0.062183216	-0.006021615
Immune System	RNF135	0.054049914	-0.006021615
Immune System	RNF31	0.014933611	-0.006021615
Immune System	RNF38	0.090575547	-0.006021615
Immune System	RNF41	0.052289055	-0.006021615
Immune System	RPS6KA1	0.121754612	-0.006021615
Immune System	RRAS2	0.125007843	-0.006021615
Immune System	SEC24B	0.052930364	-0.006021615
Immune System	SEMA4D	0.05129918	-0.006021615
Immune System	SERPINB9	0.068590448	-0.006021615
Immune System	SGK1	0.08126212	-0.006021615
Immune System	SHARPIN	0.071278563	-0.006021615
Immune System	SKAP2	0.078027758	-0.006021615
Immune System	SLC2A3	0.05129609	-0.006021615
Immune System	SOCS1	0.128166394	-0.006021615
Immune System	SOCS3	0.017591709	-0.006021615
Immune System	SOS1	0.068501906	-0.006021615
Immune System	SOS2	0.071553012	-0.006021615
Immune System	SRGN	0.203005857	-0.006021615
Immune System	ST6GAL1	0.086675085	-0.006021615
Immune System	TAB2	0.087892353	-0.006021615
Immune System	TANK	0.159096822	-0.006021615
Immune System	TBK1	0.064035553	-0.006021615
Immune System	TCF12	0.09086953	-0.006021615
Immune System	TNFAIP3	0.145816529	-0.006021615
Immune System	TNFRSF1B	0.167504718	-0.006021615
Immune System	TNFSF10	-0.010522746	-0.006021615
Immune System	TRAF3	0.178548742	-0.006021615
Immune System	TRAF4	0.099122013	-0.006021615
Immune System	UBE2L6	0.0534924	-0.006021615
Immune System	UBE2N	0.131405367	-0.006021615
Immune System	UBR1	0.065040863	-0.006021615
Immune System	UBR5	0.136366702	-0.006021615
Immune System	USP3	0.072893535	-0.006021615
Immune System	USP8	0.086277463	-0.006021615
Immune System	VAV2	0.117729753	-0.006021615
Immune System	WWP1	0.055766318	-0.006021615
Immune System	ACSL1	0.127395028	-0.006021615
Immune System	ADAR	0.069957318	-0.006021615
Immune System	ADIPOR1	0.092792688	-0.006021615
Immune System	ADSL	0.155292438	-0.006021615
Immune System	AGGF1	0.093350347	-0.006021615
Immune System	ALCAM	0.077288784	-0.006021615
Immune System	ALOX5AP	0.197854219	-0.006021615
Immune System	ALPK1	0.065711407	-0.006021615
Immune System	ANKRD11	0.113789815	-0.006021615
Immune System	APOL6	0.036764624	-0.006021615
Immune System	ARHGAP25	0.102866125	-0.006021615
Immune System	ARNT	0.062087684	-0.006021615
Immune System	ATP2A2	0.05264178	-0.006021615
Immune System	ATXN3	0.074072651	-0.006021615
Immune System	B2M	-0.024346657	-0.006021615
Immune System	BAZ1B	0.146468742	-0.006021615
Immune System	BCAS2	0.065232915	-0.006021615
Immune System	BCL2	0.08679819	-0.006021615
Immune System	BCL3	0.056031156	-0.006021615
Immune System	BECN1	0.061279888	-0.006021615
Immune System	BHLHE40	0.184059263	-0.006021615
Immune System	BLK	0.088632916	-0.006021615
Immune System	BLNK	0.116136884	-0.006021615
Immune System	BLVRB	0.074004146	-0.006021615
Immune System	BRD4	0.097733908	-0.006021615
Immune System	BTG2	0.05629956	-0.006021615
Immune System	BTK	0.091195491	-0.006021615
Immune System	C1S	0.012192347	-0.006021615
Immune System	C1orf43	0.137989192	-0.006021615
Immune System	CAMK1	0.053225648	-0.006021615
Immune System	CANX	0.122163271	-0.006021615
Immune System	CAPNS1	0.153842257	-0.006021615
Immune System	CARD11	0.125790542	-0.006021615
Immune System	CASP4	0.033866058	-0.006021615
Immune System	CCNC	0.06801751	-0.006021615
Immune System	CCT2	0.092207881	-0.006021615
Immune System	CD22	0.054219809	-0.006021615
Immune System	CD274	0.038151866	-0.006021615
Immune System	CD40	0.072546137	-0.006021615
Immune System	CD52	0.179341003	-0.006021615
Immune System	CD53	0.053494299	-0.006021615
Immune System	CD59	0.118916368	-0.006021615
Immune System	CD70	0.310169764	-0.006021615
Immune System	CD74	-0.02111049	-0.006021615
Immune System	CD79B	0.073152066	-0.006021615
Immune System	CD86	0.170066865	-0.006021615
Immune System	CDC34	0.054442856	-0.006021615
Immune System	CDK4	0.146571061	-0.006021615
Immune System	CDKN1A	0.193077277	-0.006021615
Immune System	CKS1B	0.226829478	-0.006021615
Immune System	CMTM6	0.131333476	-0.006021615
Immune System	COPS5	0.102665504	-0.006021615
Immune System	CREM	0.168257009	-0.006021615
Immune System	CSE1L	0.139366128	-0.006021615
Immune System	CSTB	0.203881035	-0.006021615
Immune System	CTSB	0.130416533	-0.006021615
Immune System	CTSD	0.100849342	-0.006021615
Immune System	CTSH	0.286181304	-0.006021615
Immune System	CUL1	0.119799366	-0.006021615
Immune System	CYTIP	0.167579406	-0.006021615
Immune System	DAPP1	0.165033884	-0.006021615
Immune System	DBNL	0.105012316	-0.006021615
Immune System	DDA1	0.070534367	-0.006021615
Immune System	DDX60	0.001513951	-0.006021615
Immune System	DEK	0.179791173	-0.006021615
Immune System	DHFR	0.176180434	-0.006021615
Immune System	DHRS13	0.0900697	-0.006021615
Immune System	DHRS3	0.086508345	-0.006021615
Immune System	DHX58	0.023683053	-0.006021615
Immune System	DTYMK	0.179336245	-0.006021615
Immune System	EIF2S1	0.068126956	-0.006021615
Immune System	EIF2S2	0.109478898	-0.006021615
Immune System	ELOB	0.097053068	-0.006021615
Immune System	ELOC	0.149288065	-0.006021615
Immune System	EPSTI1	-0.032036596	-0.006021615
Immune System	FAM76B	0.053643305	-0.006021615
Immune System	FBXW11	0.089218303	-0.006021615
Immune System	FBXW7	0.105218225	-0.006021615
Immune System	FLI1	0.118632531	-0.006021615
Immune System	FTH1	0.088919293	-0.006021615
Immune System	FTL	0.0595283	-0.006021615
Immune System	GADD45B	0.11193243	-0.006021615
Immune System	GGCT	0.152203011	-0.006021615
Immune System	GM2A	0.137479509	-0.006021615
Immune System	GMFG	0.112951416	-0.006021615
Immune System	GRSF1	0.153873894	-0.006021615
Immune System	GTF2A2	0.140960341	-0.006021615
Immune System	HCLS1	0.115751657	-0.006021615
Immune System	HEG1	0.067153714	-0.006021615
Immune System	HERC1	0.107667052	-0.006021615
Immune System	HERC2	0.069050238	-0.006021615
Immune System	HEXB	0.066004436	-0.006021615
Immune System	HIF1A	0.058304999	-0.006021615
Immune System	HLA-A	-0.003528933	-0.006021615
Immune System	HLA-DMA	0.128943709	-0.006021615
Immune System	HLA-DMB	0.089730219	-0.006021615
Immune System	HLA-DPA1	0.067489566	-0.006021615
Immune System	HLA-DPB1	0.07949203	-0.006021615
Immune System	HLA-G	0.02133572	-0.006021615
Immune System	HSPD1	0.124355427	-0.006021615
Immune System	HUWE1	0.129228822	-0.006021615
Immune System	ICAM1	0.077423142	-0.006021615
Immune System	ID2	0.096245167	-0.006021615
Immune System	IER3	0.188672288	-0.006021615
Immune System	IER5	0.148058197	-0.006021615
Immune System	IFI16	0.114459546	-0.006021615
Immune System	IFI30	0.159205017	-0.006021615
Immune System	IFI35	0.051738695	-0.006021615
Immune System	IFI44	0.00369724	-0.006021615
Immune System	IFIH1	0.032031545	-0.006021615
Immune System	IFIT2	0.013701229	-0.006021615
Immune System	IFIT3	0.007196265	-0.006021615
Immune System	IFITM3	0.057962361	-0.006021615
Immune System	IFNAR1	0.088592331	-0.006021615
Immune System	IFNAR2	0.053495364	-0.006021615
Immune System	IFNGR1	0.088789935	-0.006021615
Immune System	IFNGR2	0.032887678	-0.006021615
Immune System	IGF2R	0.084795352	-0.006021615
Immune System	IL10RA	0.128139856	-0.006021615
Immune System	IL10RB	0.056502847	-0.006021615
Immune System	IL12RB1	0.060728693	-0.006021615
Immune System	IL13RA1	0.110892995	-0.006021615
Immune System	IL15	0.088493534	-0.006021615
Immune System	IL15RA	0.022005549	-0.006021615
Immune System	IL16	0.084903057	-0.006021615
Immune System	IL21R	0.070814456	-0.006021615
Immune System	IL2RB	0.009330156	-0.006021615
Immune System	IL4R	0.08047331	-0.006021615
Immune System	IL7	0.053032739	-0.006021615
Immune System	ILK	0.101190249	-0.006021615
Immune System	INPP5D	0.14546131	-0.006021615
Immune System	IRF5	0.111770183	-0.006021615
Immune System	IRF7	-0.018022103	-0.006021615
Immune System	IRF8	0.047229842	-0.006021615
Immune System	IRF9	0.008543275	-0.006021615
Immune System	ISG15	-0.017868631	-0.006021615
Immune System	ISG20	-0.230740057	-0.006021615
Immune System	ITCH	0.095553346	-0.006021615
Immune System	ITGAL	0.122862668	-0.006021615
Immune System	ITGB2	0.093848859	-0.006021615
Immune System	JAK1	0.089169884	-0.006021615
Immune System	JAK3	0.051457675	-0.006021615
Immune System	KEAP1	0.09002645	-0.006021615
Immune System	KLF6	0.134659984	-0.006021615
Immune System	KPNA4	0.068176253	-0.006021615
Immune System	KPNA6	0.057327784	-0.006021615
Immune System	KYNU	0.117687395	-0.006021615
Immune System	LAP3	0.067101814	-0.006021615
Immune System	LAPTM5	0.164769721	-0.006021615
Immune System	LAT2	0.089862585	-0.006021615
Immune System	LCK	0.089820848	-0.006021615
Immune System	LGALS3BP	0.019711282	-0.006021615
Immune System	LRPPRC	0.129964002	-0.006021615
Immune System	LRRFIP2	0.122337739	-0.006021615
Immune System	LST1	0.086124695	-0.006021615
Immune System	LY6E	0.136055931	-0.006021615
Immune System	LY86	0.054057238	-0.006021615
Immune System	MAGT1	0.080354085	-0.006021615
Immune System	MALT1	0.184016714	-0.006021615
Immune System	MAP3K14	0.141901585	-0.006021615
Immune System	MAP3K3	0.056909337	-0.006021615
Immune System	MAP3K8	0.135318463	-0.006021615
Immune System	MAP4K1	0.07805128	-0.006021615
Immune System	MAPK8	0.113770794	-0.006021615
Immune System	MCL1	0.079537833	-0.006021615
Immune System	MCTS1	0.081026421	-0.006021615
Immune System	MFSD1	0.06494712	-0.006021615
Immune System	MR1	0.063920485	-0.006021615
Immune System	MRPL3	0.090657819	-0.006021615
Immune System	MX1	0.017462091	-0.006021615
Immune System	MX2	0.013620996	-0.006021615
Immune System	MYD88	0.032234468	-0.006021615
Immune System	MYO1F	0.052976888	-0.006021615
Immune System	NAE1	0.056822738	-0.006021615
Immune System	NFKB2	0.072798491	-0.006021615
Immune System	NFKBIE	0.098156267	-0.006021615
Immune System	NFKBIZ	0.051805265	-0.006021615
Immune System	NFYC	0.083996879	-0.006021615
Immune System	NINJ1	0.208847683	-0.006021615
Immune System	NLRC5	0.096156862	-0.006021615
Immune System	NMI	0.076877026	-0.006021615
Immune System	NOD1	0.026357397	-0.006021615
Immune System	NOTCH2NLA	0.080504309	-0.006021615
Immune System	NPM1	0.081906128	-0.006021615
Immune System	NSD3	0.098200044	-0.006021615
Immune System	NSF	0.158121417	-0.006021615
Immune System	OAS1	0.078234067	-0.006021615
Immune System	OAS2	0.035111843	-0.006021615
Immune System	OPTN	0.152419901	-0.006021615
Immune System	P4HB	0.172721299	-0.006021615
Immune System	PAICS	0.118482327	-0.006021615
Immune System	PAK2	0.125981404	-0.006021615
Immune System	PARP12	0.034970325	-0.006021615
Immune System	PARP9	0.109354974	-0.006021615
Immune System	PDCD4	0.126213943	-0.006021615
Immune System	PDPK1	0.077466224	-0.006021615
Immune System	PDRG1	0.069203778	-0.006021615
Immune System	PECAM1	0.091455341	-0.006021615
Immune System	PELI1	0.065349325	-0.006021615
Immune System	PFKFB3	0.084622804	-0.006021615
Immune System	PIK3AP1	0.066756232	-0.006021615
Immune System	PIM1	0.03337333	-0.006021615
Immune System	PLCG2	0.117870183	-0.006021615
Immune System	PLK1	0.115722667	-0.006021615
Immune System	PLSCR1	0.028849881	-0.006021615
Immune System	PMAIP1	0.088395569	-0.006021615
Immune System	PML	0.078823464	-0.006021615
Immune System	PRDX2	0.125759938	-0.006021615
Immune System	PRIM1	0.076158354	-0.006021615
Immune System	PSMA1	0.079628042	-0.006021615
Immune System	PSMA4	0.081997414	-0.006021615
Immune System	PSMB8	0.107539234	-0.006021615
Immune System	PSMC1	0.054927709	-0.006021615
Immune System	PSMC2	0.072974588	-0.006021615
Immune System	PSMC3	0.09909875	-0.006021615
Immune System	PSMC4	0.071960806	-0.006021615
Immune System	PSMC5	0.081394334	-0.006021615
Immune System	PSMC6	0.090922336	-0.006021615
Immune System	PSMD1	0.078552095	-0.006021615
Immune System	PSMD11	0.059169693	-0.006021615
Immune System	PSMD13	0.096962419	-0.006021615
Immune System	PSMD14	0.090818464	-0.006021615
Immune System	PSMD2	0.131483641	-0.006021615
Immune System	PSMD3	0.064175679	-0.006021615
Immune System	PSMD4	0.089961644	-0.006021615
Immune System	PSMD6	0.09925197	-0.006021615
Immune System	PSMD7	0.091105962	-0.006021615
Immune System	PSME2	-0.002755623	-0.006021615
Immune System	PYCARD	0.11739765	-0.006021615
Immune System	RAB31	0.145530568	-0.006021615
Immune System	RAD23A	0.129458553	-0.006021615
Immune System	RAN	0.12449475	-0.006021615
Immune System	RASA1	0.066136799	-0.006021615
Immune System	REL	0.126581234	-0.006021615
Immune System	RFWD3	0.062401656	-0.006021615
Immune System	RFX5	0.051714998	-0.006021615
Immune System	RFXANK	0.087697951	-0.006021615
Immune System	RIPK2	0.084709592	-0.006021615
Immune System	RNF10	0.083861661	-0.006021615
Immune System	RNF14	0.050071611	-0.006021615
Immune System	RNF168	0.11148321	-0.006021615
Immune System	RNF213	0.072751507	-0.006021615
Immune System	RNF216	0.050082307	-0.006021615
Immune System	RNF7	0.123373772	-0.006021615
Immune System	RNF8	0.062578566	-0.006021615
Immune System	RPL41	0.132611581	-0.006021615
Immune System	RPS6KA3	0.10851177	-0.006021615
Immune System	RTP4	0.016488854	-0.006021615
Immune System	RUNX3	0.14014962	-0.006021615
Immune System	SAAL1	0.056403958	-0.006021615
Immune System	SAMD9L	0.049987121	-0.006021615
Immune System	SAMSN1	0.079783234	-0.006021615
Immune System	SART3	0.101316113	-0.006021615
Immune System	SASH3	0.056753713	-0.006021615
Immune System	SAT1	0.131635785	-0.006021615
Immune System	SEC11A	0.14813293	-0.006021615
Immune System	SERPINB1	0.195342789	-0.006021615
Immune System	SERPINB6	0.121376002	-0.006021615
Immune System	SF3B1	0.09540693	-0.006021615
Immune System	SGO2	0.076481156	-0.006021615
Immune System	SKP1	0.126102969	-0.006021615
Immune System	SLAMF7	0.110398771	-0.006021615
Immune System	SLIRP	0.069231795	-0.006021615
Immune System	SMS	0.177465209	-0.006021615
Immune System	SNRPD3	0.166477419	-0.006021615
Immune System	SNRPE	0.121041213	-0.006021615
Immune System	SNRPF	0.09805925	-0.006021615
Immune System	SNRPG	0.079373982	-0.006021615
Immune System	SOD2	0.095510803	-0.006021615
Immune System	SORL1	0.102014448	-0.006021615
Immune System	SP100	0.112218028	-0.006021615
Immune System	SP110	0.098025942	-0.006021615
Immune System	SPI1	0.118562226	-0.006021615
Immune System	SPIB	0.082305436	-0.006021615
Immune System	SPN	0.114010177	-0.006021615
Immune System	SQOR	0.072245304	-0.006021615
Immune System	SQSTM1	0.122228779	-0.006021615
Immune System	SREBF2	0.111737751	-0.006021615
Immune System	SRGAP2	0.132091103	-0.006021615
Immune System	SRRM1	0.085589517	-0.006021615
Immune System	SRSF3	0.095334242	-0.006021615
Immune System	SSR1	0.077693275	-0.006021615
Immune System	SSR2	0.131148859	-0.006021615
Immune System	SSR3	0.158465611	-0.006021615
Immune System	ST13	0.142546093	-0.006021615
Immune System	STAT1	-0.02779855	-0.006021615
Immune System	STAT2	0.050531199	-0.006021615
Immune System	STAT3	0.135222104	-0.006021615
Immune System	STAT4	0.101929958	-0.006021615
Immune System	STAT5A	0.157229125	-0.006021615
Immune System	STAT5B	0.095858174	-0.006021615
Immune System	STAT6	0.066303722	-0.006021615
Immune System	STUB1	0.096296809	-0.006021615
Immune System	SUSD6	0.06580236	-0.006021615
Immune System	SYK	0.108771867	-0.006021615
Immune System	TAP1	0.04653128	-0.006021615
Immune System	TAPBP	0.059009581	-0.006021615
Immune System	TAX1BP1	0.103169696	-0.006021615
Immune System	TCP1	0.094320809	-0.006021615
Immune System	TEC	0.065657101	-0.006021615
Immune System	THEMIS2	0.085655485	-0.006021615
Immune System	TIFA	0.069558301	-0.006021615
Immune System	TNFAIP2	0.065989487	-0.006021615
Immune System	TNFRSF14	0.058692857	-0.006021615
Immune System	TNFRSF4	0.109575089	-0.006021615
Immune System	TNFSF4	0.158579052	-0.006021615
Immune System	TNFSF9	0.124570837	-0.006021615
Immune System	TNIP1	0.195085939	-0.006021615
Immune System	TNKS2	0.068246375	-0.006021615
Immune System	TOLLIP	0.057290997	-0.006021615
Immune System	TRAF5	0.050447316	-0.006021615
Immune System	TRAIP	0.052095765	-0.006021615
Immune System	TRIM14	0.011691264	-0.006021615
Immune System	TRIM21	0.013624585	-0.006021615
Immune System	TRIM22	0.100300003	-0.006021615
Immune System	TRIM25	0.013348219	-0.006021615
Immune System	TRIP12	0.108253095	-0.006021615
Immune System	TSPO	0.217432193	-0.006021615
Immune System	TST	0.057013115	-0.006021615
Immune System	TXN	0.123695088	-0.006021615
Immune System	TXNDC9	0.076742564	-0.006021615
Immune System	TXNIP	0.056709971	-0.006021615
Immune System	TXNRD1	0.092002308	-0.006021615
Immune System	TXNRD2	0.052697735	-0.006021615
Immune System	TYK2	0.057264583	-0.006021615
Immune System	TYMP	0.060144804	-0.006021615
Immune System	TYMS	0.280571797	-0.006021615
Immune System	TYW3	0.101566351	-0.006021615
Immune System	UBB	0.111906441	-0.006021615
Immune System	UBC	0.094642904	-0.006021615
Immune System	UBE2A	0.142320001	-0.006021615
Immune System	UBE2D1	0.062267575	-0.006021615
Immune System	UBE2D3	0.095039632	-0.006021615
Immune System	UBE2E1	0.121518352	-0.006021615
Immune System	UBE2K	0.112841024	-0.006021615
Immune System	UBE2L3	0.139490376	-0.006021615
Immune System	UBE2V1	0.098794419	-0.006021615
Immune System	UBE2V2	0.080266761	-0.006021615
Immune System	UBR3	0.05610614	-0.006021615
Immune System	USP15	0.052538422	-0.006021615
Immune System	USP18	0.010223959	-0.006021615
Immune System	USP33	0.07594205	-0.006021615
Immune System	USP37	0.054961491	-0.006021615
Immune System	USP4	0.057227382	-0.006021615
Immune System	USP48	0.138766253	-0.006021615
Immune System	VDAC1	0.17063048	-0.006021615
Immune System	VDAC2	0.149948721	-0.006021615
Immune System	WNK1	0.155624835	-0.006021615
Immune System	XAF1	0.021872743	-0.006021615
Immune System	XBP1	0.057382543	-0.006021615
Immune System	YWHAQ	0.14504365	-0.006021615
Immune System	ZC3HAV1	0.112317237	-0.006021615
Immune System	ZFAND6	0.077850821	-0.006021615
Immune System	ZFP36L2	0.074840522	-0.006021615
Immune System	ZNF586	0.056161873	-0.006021615
Signal Transduction	ABI1	0.096390479	-0.007340902
Signal Transduction	ACTG1	0.077184661	-0.007340902
Signal Transduction	ACTR2	0.131396914	-0.007340902
Signal Transduction	ADAM10	0.052042264	-0.007340902
Signal Transduction	ADARB1	0.078860001	-0.007340902
Signal Transduction	ADCY3	0.071554389	-0.007340902
Signal Transduction	ADD3	0.084358624	-0.007340902
Signal Transduction	ADGRE5	0.098239142	-0.007340902
Signal Transduction	ADNP	0.093778453	-0.007340902
Signal Transduction	AHNAK	0.224168727	-0.007340902
Signal Transduction	AKAP11	0.072205828	-0.007340902
Signal Transduction	AKAP13	0.112276995	-0.007340902
Signal Transduction	AKIRIN2	0.14686158	-0.007340902
Signal Transduction	AKT3	0.135031011	-0.007340902
Signal Transduction	ANKLE2	0.108416108	-0.007340902
Signal Transduction	ANLN	0.076114488	-0.007340902
Signal Transduction	ANXA2	0.162763412	-0.007340902
Signal Transduction	ANXA4	0.15141579	-0.007340902
Signal Transduction	ANXA5	0.181959795	-0.007340902
Signal Transduction	ANXA6	0.131680939	-0.007340902
Signal Transduction	AP2B1	0.068433581	-0.007340902
Signal Transduction	AP2M1	0.151895128	-0.007340902
Signal Transduction	AP3M1	0.058239002	-0.007340902
Signal Transduction	APBB1IP	0.120207318	-0.007340902
Signal Transduction	APC	0.085414072	-0.007340902
Signal Transduction	APEX2	0.059838226	-0.007340902
Signal Transduction	APH1A	0.130239499	-0.007340902
Signal Transduction	ARFGEF1	0.087027353	-0.007340902
Signal Transduction	ARHGAP15	0.067079045	-0.007340902
Signal Transduction	ARHGAP5	0.061919758	-0.007340902
Signal Transduction	ARHGAP9	0.069078388	-0.007340902
Signal Transduction	ARHGDIA	0.112568524	-0.007340902
Signal Transduction	ARHGDIB	0.096148654	-0.007340902
Signal Transduction	ARHGEF2	0.100248356	-0.007340902
Signal Transduction	ARHGEF7	0.066465277	-0.007340902
Signal Transduction	ARL8B	0.146856466	-0.007340902
Signal Transduction	ARPC1B	0.099556557	-0.007340902
Signal Transduction	ARPC2	0.137749611	-0.007340902
Signal Transduction	ARPC5	0.161729751	-0.007340902
Signal Transduction	ATAD2	0.157135735	-0.007340902
Signal Transduction	ATF7	0.054889024	-0.007340902
Signal Transduction	ATP11B	0.091821172	-0.007340902
Signal Transduction	ATP2B1	0.0779053	-0.007340902
Signal Transduction	ATP5F1A	0.152723684	-0.007340902
Signal Transduction	ATP5F1B	0.149041538	-0.007340902
Signal Transduction	ATP5F1C	0.139458912	-0.007340902
Signal Transduction	ATP6AP2	0.081338889	-0.007340902
Signal Transduction	ATP6V0B	0.09358192	-0.007340902
Signal Transduction	ATP6V0C	0.129966428	-0.007340902
Signal Transduction	ATP6V0E1	0.122554157	-0.007340902
Signal Transduction	ATP6V1B2	0.080193648	-0.007340902
Signal Transduction	ATP6V1C1	0.062274355	-0.007340902
Signal Transduction	BASP1	0.125571949	-0.007340902
Signal Transduction	BATF	0.104302514	-0.007340902
Signal Transduction	BATF3	0.102072252	-0.007340902
Signal Transduction	BCLAF1	0.105647273	-0.007340902
Signal Transduction	BIRC2	0.083723845	-0.007340902
Signal Transduction	BIRC3	0.129526612	-0.007340902
Signal Transduction	BMI1	0.051291072	-0.007340902
Signal Transduction	BMP2K	0.141162733	-0.007340902
Signal Transduction	BMPR2	0.062051492	-0.007340902
Signal Transduction	BRAF	0.061515282	-0.007340902
Signal Transduction	CABIN1	0.05964169	-0.007340902
Signal Transduction	CALM2	0.147343601	-0.007340902
Signal Transduction	CALM3	0.149576964	-0.007340902
Signal Transduction	CAMLG	0.101223982	-0.007340902
Signal Transduction	CAPZA1	0.082911195	-0.007340902
Signal Transduction	CAPZA2	0.082493694	-0.007340902
Signal Transduction	CAPZB	0.142889906	-0.007340902
Signal Transduction	CARD19	0.072971902	-0.007340902
Signal Transduction	CASP1	0.046991482	-0.007340902
Signal Transduction	CASP2	0.076095989	-0.007340902
Signal Transduction	CASP3	0.114914773	-0.007340902
Signal Transduction	CASP7	0.056358003	-0.007340902
Signal Transduction	CASP8	0.02354913	-0.007340902
Signal Transduction	CAV1	0.074921752	-0.007340902
Signal Transduction	CAVIN3	0.065877984	-0.007340902
Signal Transduction	CBL	0.079586924	-0.007340902
Signal Transduction	CBLB	0.068648116	-0.007340902
Signal Transduction	CCL22	0.259724197	-0.007340902
Signal Transduction	CCND2	0.073609814	-0.007340902
Signal Transduction	CCNI	0.135415353	-0.007340902
Signal Transduction	CCR7	0.20200198	-0.007340902
Signal Transduction	CCT7	0.154359853	-0.007340902
Signal Transduction	CD2AP	0.057083997	-0.007340902
Signal Transduction	CD48	0.105276998	-0.007340902
Signal Transduction	CD55	0.070891277	-0.007340902
Signal Transduction	CD69	-0.033450369	-0.007340902
Signal Transduction	CD81	0.109524358	-0.007340902
Signal Transduction	CD83	0.080646277	-0.007340902
Signal Transduction	CD99	0.109460286	-0.007340902
Signal Transduction	CDC42	0.139957906	-0.007340902
Signal Transduction	CDCA8	0.146329192	-0.007340902
Signal Transduction	CDK1	0.157186433	-0.007340902
Signal Transduction	CDK2	0.06126489	-0.007340902
Signal Transduction	CDK9	0.052040624	-0.007340902
Signal Transduction	CDKN3	0.156828459	-0.007340902
Signal Transduction	CEP170	0.080508403	-0.007340902
Signal Transduction	CEP57	0.155083406	-0.007340902
Signal Transduction	CFL1	0.073819826	-0.007340902
Signal Transduction	CFLAR	0.134085081	-0.007340902
Signal Transduction	CHD1	0.095367569	-0.007340902
Signal Transduction	CHD3	0.082925838	-0.007340902
Signal Transduction	CHD4	0.170083518	-0.007340902
Signal Transduction	CIT	0.105186083	-0.007340902
Signal Transduction	CLASP2	0.068398184	-0.007340902
Signal Transduction	CLIP1	0.052497938	-0.007340902
Signal Transduction	CLIP2	0.078569366	-0.007340902
Signal Transduction	CLK2	0.054725531	-0.007340902
Signal Transduction	CLTC	0.11021744	-0.007340902
Signal Transduction	CNPY2	0.074178181	-0.007340902
Signal Transduction	CORO1C	0.121784453	-0.007340902
Signal Transduction	CREB1	0.099057196	-0.007340902
Signal Transduction	CREB3	0.067028498	-0.007340902
Signal Transduction	CRK	0.050642003	-0.007340902
Signal Transduction	CRTC2	0.066324279	-0.007340902
Signal Transduction	CSF2RB	0.022792269	-0.007340902
Signal Transduction	CSK	0.08440809	-0.007340902
Signal Transduction	CSNK1A1	0.143683884	-0.007340902
Signal Transduction	CSNK2A1	0.104294947	-0.007340902
Signal Transduction	CSNK2A2	0.060447616	-0.007340902
Signal Transduction	CTBP1	0.081754198	-0.007340902
Signal Transduction	CTNNA1	0.093746402	-0.007340902
Signal Transduction	CTNNB1	0.102075704	-0.007340902
Signal Transduction	CTNND1	0.129231685	-0.007340902
Signal Transduction	CTSA	0.067635899	-0.007340902
Signal Transduction	CUEDC2	0.111562165	-0.007340902
Signal Transduction	CUL5	0.06683166	-0.007340902
Signal Transduction	CXCR4	0.133615123	-0.007340902
